-0.033286825,1.1667464,-0.5064895,0.1250965,1.5347596,-0.21013564,0.10417578,-0.349303,0.75385165,-0.20810875
0.40405777,2.2664917,-0.7428241,1.3740394,1.1457877,0.38195896,-0.44749463,-1.0381029,-2.3322656,-2.343191
0.023478024,0.42810223,-0.4263811,0.10717652,0.48419285,-0.9692978,-0.7485632,-0.29378366,0.43972966,1.823422
0.5112806,1.5187973,1.602747,-2.2963994,-0.5703828,-0.4808684,-0.6625025,1.9652152,0.4951758,1.0448453
-2.0565143,0.45851684,0.6193708,-0.138456,0.011926164,-0.28241467,0.027502209,-0.5354645,0.66108155,0.19508421
-0.4432774,-0.015877139,0.23904346,-1.3007721,0.100523435,-1.271912,0.28915575,2.1736264,0.20315114,-0.5220427
-0.55324507,-1.4018837,-0.82834697,-0.6860184,0.7638542,0.16589186,-0.4424864,2.8757548,-0.08890738,-0.5025877
0.3889283,-0.95843434,0.93817776,-1.8418784,0.86566496,-1.4238342,2.3757703,0.32821584,-0.7085469,1.2789576
0.69129664,-0.121716626,-0.7006624,1.2327833,1.4537845,-0.13908404,-0.84190613,0.9371299,-1.600738,-0.25488737
-0.858503,0.41722882,-0.23318622,-0.020279996,-1.0893818,0.05685344,0.8795263,0.35425386,-0.6436392,0.7543164
1.2709316,0.10528222,0.12158548,-0.5391759,0.42190656,0.0028660921,0.48949406,-0.9789763,-0.46446303,-0.46296108
-0.39218482,-0.8988117,-0.6371553,1.2259122,-0.12276648,1.5059187,0.13476689,-0.2995094,0.89537424,-0.70055723
-0.92030615,-0.3741438,-0.47728884,1.3829125,-0.40653622,1.3562039,-0.93807656,-0.61874235,-1.753911,0.74083763
-1.1213472,0.023360282,-1.0146341,-0.7625168,0.57323986,2.438586,0.4227245,-0.9866489,-0.59966594,-0.81058466
0.27266636,0.944629,0.28715104,1.2944566,-0.82677966,-0.3368882,-0.17824902,1.2354319,0.6278261,0.10044864
0.9592266,-0.21367688,0.6543913,-1.0170077,0.20711176,1.0919985,-0.053494196,0.35871717,-0.23861597,0.64002883
0.9952998,0.0076192413,2.2004223,-0.52028185,-1.1338019,0.16808337,-0.118881464,-0.4278923,1.5995498,-0.7115948
0.6767136,-0.40985364,-0.00056724716,2.1716478,-0.22338192,-0.59890383,-0.5042989,1.3783818,-1.1672554,-0.7134306
-0.18745233,0.9550338,0.30580792,-1.3601484,-0.27401406,1.8497896,1.1063217,-0.2540753,0.83683634,0.14570038
0.07039052,0.47457305,-0.20637606,0.20420387,0.7019551,2.1331658,-0.70185417,0.2131833,-1.0877253,0.020835692
-1.4551159,0.98927486,0.8968449,-0.36210322,0.026770538,1.1685076,-0.121858366,0.31704497,1.6536026,-0.82799286
-1.099547,-1.0495434,-1.7374436,-1.2044318,-2.793286,0.30787474,0.5445486,-1.3325241,-0.3025075,0.24008077
2.0049236,-1.7304792,0.92798954,-0.56775457,1.2575071,0.27436447,0.7662056,-0.5772065,-1.08109,0.67550224
-0.40030423,-0.6065315,-1.8945895,-1.1165237,-0.81427497,-1.4342988,0.19944881,0.881571,-0.57114017,-0.6002566
-0.5194353,-1.2750088,-0.23302716,-0.96547765,0.39814484,-1.2872087,0.69326925,0.46423072,-0.18172796,0.44689745
-0.85165644,0.23459974,0.026311724,-0.09945118,-0.91935253,-1.4165775,-0.45732903,0.32042763,0.08779886,0.6197583
1.3268827,0.553911,-0.3856356,0.6340826,0.5480368,-0.16740501,-0.49354568,-0.19196482,-1.9800118,0.5959329
-0.90306246,-0.81851536,0.06708621,0.0999656,0.0031870927,0.23375289,0.5176744,1.4561634,-1.2975193,1.6870074
0.055288084,0.0046625477,-2.8378649,-0.23336554,-0.39944586,-0.79932445,0.20436436,1.075907,0.99903464,0.1653958
1.9499841,-0.58537894,-0.55157155,0.6512985,-0.021833228,1.6547428,0.45863736,0.37899062,0.013639354,0.51624584
0.437396,0.06677633,1.1273474,-0.18183953,0.33222568,0.2224355,1.5927029,-0.24772237,-1.5791711,-0.73295194
0.83160716,0.5421929,-0.4654526,-0.6285444,0.8954455,-0.44488811,1.7386268,-0.7063685,-0.15864728,1.4756898
3.5182686,0.17043924,-0.54398674,1.6675923,-0.09451489,-1.9867429,0.09970926,-0.069763124,-2.4489033,-0.005400691
