6874,2003,3.9618320610687023,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6874,2003,3.9618320610687023,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6874,2003,3.9618320610687023,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8798,2004,3.7613636363636362,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8798,2004,3.7613636363636362,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8798,2004,3.7613636363636362,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8798,2004,3.7613636363636362,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46970,2006,3.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46970,2006,3.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48516,2006,4.252336448598131,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48516,2006,4.252336448598131,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48516,2006,4.252336448598131,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60756,2008,3.5535714285714284,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71535,2009,3.8773584905660377,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71535,2009,3.8773584905660377,0,0,0,0,1,0,0,0,0,0,0,0,0,0
71535,2009,3.8773584905660377,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74458,2010,4.022388059701493,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74458,2010,4.022388059701493,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74458,2010,4.022388059701493,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77455,2010,4.038461538461538,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77455,2010,4.038461538461538,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80489,2010,3.9545454545454546,0,0,0,0,0,1,0,0,0,0,0,0,0,0
80489,2010,3.9545454545454546,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80489,2010,3.9545454545454546,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80906,2010,4.291666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0
89774,2011,3.727272727272727,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91658,2011,3.488095238095238,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91658,2011,3.488095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106782,2013,3.9166666666666665,0,0,0,0,1,0,0,0,0,0,0,0,0,0
